Textos_espanol,sdg
"Conocimiento profesional en los estndares de posgrado australianos y reas pedaggicas bsicas. Las iniciativas de poltica implicaron mejorar la formacin docente inicial y el desarrollo profesional, desarrollar estndares docentes o un marco de competencias y vincularlos con la evaluacin docente, introducir etapas de carrera para los docentes, etc. (OCDE, 2015[ij, 2013(2]) - Cada vez ms estudios de en las caractersticas de calidad de la formacin docente en sistemas de alto rendimiento (Darling-Hammond, Wei and Andree, 2010p), Hammerness and Klette, 2015[4j, Darling-Hammond, 2006[5|, Darling-Hammond et al., Teaching standards have tambin han sido examinados y comparados (Toledo, Revai and Guerriero, 2017(9), Kleinhenz and Ingvarson, 2007(|0]), y la evidencia sobre su impacto en la formacin docente se extiende a un nmero creciente de contextos localizados (Chung and Kim, 2010(H), Tummons, 2014(i2), Page, 2015[i3j, Kriewaldt, 2012[i4], Ceulemans, Simons y Struyf, 2012[i5j].",4
"Considera que el Nivel 2 en lectura y matemticas es el nivel mnimo de competencia necesario para que los alumnos participen plenamente en la sociedad del conocimiento (vase la seccin Definiciones). En Estonia, Finlandia y Japn, al menos el 83% de los alumnos alcanzan el Nivel 2 o superior tanto en lectura como en matemticas, mientras que menos del 35% de los alumnos lo hacen en Brasil, Colombia y Costa Rica. Sin embargo, PISA tambin muestra sistemticamente que un alto rendimiento y una mayor equidad no son mutuamente excluyentes (Figura 2). De hecho, poder mejorar el rendimiento de todos los estudiantes, independientemente de su origen, es necesario para que los pases se conviertan en pases de alto rendimiento y alcancen las metas del ODS 4. ",4
"Contribuye al estudio de la desigualdad educativa al evaluar cmo la forma en que se conceptualiza y mide la desigualdad educativa influye en las clasificaciones de los pases. Tales opciones, a su vez, tienen implicaciones para las conclusiones de poltica que se extraen de las comparaciones internacionales. Estos valores se han incorporado cada vez ms a un consenso global, ahora que forman un Objetivo de Desarrollo Sostenible explcito (Naciones Unidas, 2014), un objetivo del Banco Mundial (2015) y parte de la narrativa ms reciente del Fondo Monetario Internacional (FMI) (FMI, 2017, Clements et al., Los mismos valores tambin han sido fundamentales para los objetivos de movimientos de protesta recientes como Occupy Wall Street y Los Indignados.",5
"Las prioridades actuales son la promocin y prevencin de la salud, la salud medioambiental y el impacto de la migracin. Los impuestos sobre el tabaco y el alcohol se utilizan para financiar el instituto nacional de lucha contra el alcoholismo y la drogodependencia, as como el CONAPAM (vase ms arriba). La estrategia nacional contra las enfermedades no transmisibles y la obesidad define varios objetivos, entre ellos una reduccin del 12% de la prevalencia del tabaquismo, una reduccin del 15% de la ingesta de sal y una reduccin del 2% de los niveles de obesidad infantil antes de 2021.",3
"Corea, otro pas de Asia Oriental con alto rendimiento en PISA, se basa en el proceso de seleccin de candidatos a docentes, la capacitacin docente previa al servicio y el proceso de evaluacin nacional, todo lo cual sirve para garantizar que solo los mejores y ms brillantes se unan a las filas de los docentes (OCDE, 2014a). Del mismo modo, Webb et al. (Incluso cuando la calidad de los docentes es similar, la evidencia disponible sugiere que la autonoma tiene un impacto positivo cuando se otorga a cambio de la rendicin de cuentas.",4
"En Finlandia, varios centros o puestos de salud han empezado a utilizar un modelo de enfermera especializada en depresin. Una encuesta realizada en 2008 en todos los centros de salud finlandeses indic que el 78% de todos los centros de salud tenan una enfermera especializada en depresin o psiquiatra y que el 61% de los centros haban adoptado una prctica uniforme para el cribado de la depresin (Partanen et al., Las enfermeras de salud mental desempean un papel cada vez ms importante en la prestacin de servicios de atencin primaria de salud mental y algunos pases, como Australia, han introducido incentivos econmicos para apoyar y desarrollar esta funcin (Happell et al.,",3
"Cuando exista este tipo de apoyo, estaba fragmentado y no haba una verdadera colaboracin entre las instituciones de enseanza superior de la regin. El modelo del Fondo de Innovacin de la Enseanza Superior (HEIF) del Reino Unido podra servir de fuente de inspiracin (vase el Captulo 5). Una estrategia que hiciera hincapi en el desarrollo endgeno de la industria tradicional que se dedica a la I+D servira mejor a la regin.",5
"Cuando la instruccin se centra estrictamente en conocimientos, habilidades y formatos de preguntas especficos, los resultados de las pruebas se convierten en una medida cada vez ms engaosa del rendimiento de los estudiantes (Hout y Elliott, 2011). Este problema a menudo se exacerba cuando los maestros perciben que las pruebas tienen mucho en juego como resultado de los sistemas de incentivos, tambin puede ser causado inadvertidamente si las pruebas no se actualizan con frecuencia. Por ejemplo, en Suecia, la prueba estandarizada de Year 5 se usa durante 2 aos consecutivos y los maestros pueden, sin darse cuenta, ""ensear para la prueba"" en el segundo ao, lo que genera inflacin en las calificaciones y reduce la validez de los resultados (Nusche, de prxima publicacin). En Dinamarca, la enseanza para el examen toma la forma de un mayor enfoque en las reas de contenido evaluadas y un enfoque reducido en las habilidades creativas, innovadoras y orales (Wandall, 2010 citado en Shewbridge et al.,",4
"Europe & Central Asia Knowledge Brief, Vol. Por ejemplo, hay muchas posibilidades de mejorar la dieta para reducir el riesgo de enfermedades cardiovasculares y cncer. En este contexto, la experiencia finlandesa (en Carelia del Norte) indica los considerables beneficios potenciales que pueden obtenerse modificando la dieta y otros factores de riesgo. Por lo que respecta al abuso de sustancias, los impuestos sobre el tabaco y el alcohol han ido en aumento, pero -segn los datos internacionales disponibles- siguen estando por debajo de las normas europeas (Figura 3.17).26 Existen pruebas de que los bajos precios de estos productos fomentan un mayor consumo de tabaco y bebidas espirituosas (Treisman, 2008). Limitar la influencia de los grupos de presin de los productores contribuira a aumentar la coherencia de las polticas y a reducir el consumo de sustancias a largo plazo. Las muertes de trfico tambin podran reducirse con medidas sencillas para reducir la velocidad de los vehculos mediante radares, el aumento de las multas por infracciones de trfico y simples badenes pueden ser polticas rentables.",3
"Sin embargo, la legislacin de 2010 sobre el sistema de seguro mdico obligatorio parece haber reforzado el papel del sistema de seguros. Esto, a su vez, puede haber contribuido a los recientes descensos de la mortalidad y al alargamiento de la vida media. Sin embargo, dado el poco tiempo transcurrido desde la introduccin de estos programas, probablemente sea demasiado pronto para juzgar el resultado final. Las encuestas (realizadas por el Centro Levada) muestran que la proporcin de la poblacin que indica que la calidad de la atencin sanitaria ha mejorado durante el ltimo ao pas del 11% en 2002 al 20% en 2008 (Tabla 3.3).",3
"Busca perfilar las polticas clave de calidad de la atencin y comparar la medida en que se estn empleando las polticas para monitorear y mejorar la calidad en el sistema de salud turco. Al describir la estructura de gobernanza de la calidad y el papel del Ministerio de Salud y las organizaciones afiliadas, el captulo destaca cmo Turqua debe continuar con los pasos hacia una gobernanza ms descentralizada y trabajar para alinear la gobernanza de los hospitales pblicos y el sistema de salud pblica. Al abordar la calidad de los insumos en el sistema de salud, el captulo recomienda que Turqua contine el impresionante trabajo iniciado en estndares de calidad y acreditacin mientras trabaja para construir buenos sistemas de garanta de calidad y seguridad del paciente. El captulo concluye con una recomendacin de que Turqua desarrolle una poltica coherente sobre cmo fortalecer la infraestructura de informacin turca para facilitar el uso de indicadores de calidad.",3
"La subrepresentacin de mujeres en puestos de alta responsabilidad puede estar relacionada con las importantes tasas de abandono de la fuerza laboral femenina a una edad temprana, ya que muchos de estos puestos son accesibles solo con una experiencia laboral considerable. La dificultad para acceder a altos cargos podra ser un factor adicional que disuada a las mujeres de ingresar o permanecer en el mercado laboral. En 2014, las tasas de desempleo de las mujeres jvenes oscilaron entre el 19,1 % en Marruecos y el 69,2 % en Libia, una cifra considerablemente alta en comparacin con la media del 16,2 % en los pases de la OCDE (Grfico 1.6).",5
"Tambin plantean la cuestin de si el acceso es proporcional a la necesidad. Los datos sobre los diagnsticos de alta (basados en los cdigos ICD-10), as como los diagnsticos quirrgicos (basados en los cdigos ICD-9), sugieren que la mayora de los hospitales continan enfocados en brindar servicios bsicos de complejidad limitada, una proporcin significativa de los cuales probablemente se brindar en instalaciones de nivel inferior en los pases de la OCDE. Los servicios obsttricos tambin dominan en gran medida el panorama de la actividad hospitalaria en Kazajstn. De hecho, la mayora de estos servicios deberan estar basados en hospitales, pero su prominencia sugiere que la actividad en los hospitales kazajos no es ni muy compleja ni muy diversa.",3
"Tambin puede importar la versin genrica del medicamento (patente vencida o con licencia voluntaria). Sin embargo, no puede importar de un fabricante al que su gobierno haya emitido una licencia obligatoria. En este ltimo caso, la produccin ser predominantemente para el abastecimiento del mercado interno y por lo tanto existe una restriccin de facto a las exportaciones.",5
